,날짜,디바이스,유입경로,키워드,노출수,유입수,유입률(%),체류시간(min),평균체류시간(min),페이지뷰,평균페이지뷰,이탈수,이탈률(%),회원가입,전환율(가입),앱 다운,전환율(앱),구독,전환율(구독),전환수,전환율(%)
,2024-03-14,Mobile,키워드 검색,쓰레기 줍기,151,83,54.96688742,216,2.602409639,450,5.421686747,5,6.024096386,1,1.204819277,4,4.819277108,7,8.43373494,12,14.45783133
,2024-03-14,Mobile,키워드 검색,플로깅,285,25,8.771929825,349,13.96,60,2.4,9,36,6,24,4,16,6,24,16,64
,2024-03-14,Mobile,키워드 검색,플로깅 행사,796,35,4.396984925,17,0.485714286,223,6.371428571,4,11.42857143,5,14.28571429,8,22.85714286,7,20,20,57.14285714
,2024-03-14,Mobile,키워드 검색,환경 캠페인,348,62,17.81609195,466,7.516129032,366,5.903225806,4,6.451612903,10,16.12903226,2,3.225806452,2,3.225806452,14,22.58064516
,2024-03-14,Mobile,블로그,,574,46,8.013937282,14,0.304347826,176,3.826086957,9,19.56521739,9,19.56521739,1,2.173913043,0,0,10,21.73913043
,2024-03-14,Mobile,카페,,979,57,5.82226762,452,7.929824561,489,8.578947368,2,3.50877193,4,7.01754386,3,5.263157895,0,0,7,12.28070175
,2024-03-14,Mobile,이메일,,834,70,8.393285372,325,4.642857143,283,4.042857143,8,11.42857143,9,12.85714286,3,4.285714286,1,1.428571429,13,18.57142857
,2024-03-14,Mobile,카카오톡,,892,64,7.174887892,299,4.671875,433,6.765625,1,1.5625,3,4.6875,6,9.375,3,4.6875,12,18.75
,2024-03-14,Mobile,메타,,214,88,41.12149533,260,2.954545455,73,0.829545455,4,4.545454545,1,1.136363636,6,6.818181818,4,4.545454545,11,12.5
,2024-03-14,Mobile,인스타그램,,19,6,31.57894737,436,72.66666667,122,20.33333333,4,66.66666667,9,150,6,100,3,50,18,300
,2024-03-14,Mobile,유튜브,,104,40,38.46153846,469,11.725,100,2.5,10,25,5,12.5,7,17.5,8,20,20,50
,2024-03-14,Mobile,배너 광고,,912,65,7.127192982,39,0.6,485,7.461538462,4,6.153846154,5,7.692307692,9,13.84615385,7,10.76923077,21,32.30769231
,2024-03-14,Mobile,트위터 X,,393,86,21.88295165,108,1.255813953,2,0.023255814,6,6.976744186,4,4.651162791,3,3.488372093,8,9.302325581,15,17.44186047
,2024-03-14,Mobile,기타 SNS,,286,38,13.28671329,269,7.078947368,233,6.131578947,3,7.894736842,7,18.42105263,5,13.15789474,0,0,12,31.57894737
,2024-03-15,PC,직접 유입,,0,1,0,86,86,476,476,0,0,9,900,0,0,8,800,17,1700
,2024-03-15,PC,키워드 검색,지역 재활용 센터,358,31,8.659217877,279,9,230,7.419354839,10,32.25806452,9,29.03225806,1,3.225806452,10,32.25806452,20,64.51612903
,2024-03-15,PC,키워드 검색,쓰레기 줍기,396,5,1.262626263,107,21.4,205,41,0,0,5,100,0,0,5,100,10,200
,2024-03-15,PC,키워드 검색,재활용 앱,613,86,14.02936378,476,5.534883721,277,3.220930233,8,9.302325581,6,6.976744186,2,2.325581395,6,6.976744186,14,16.27906977
,2024-03-15,PC,키워드 검색,재활용 가이드,873,83,9.50744559,357,4.301204819,152,1.831325301,10,12.04819277,6,7.228915663,5,6.024096386,8,9.638554217,19,22.89156627
,2024-03-15,PC,키워드 검색,플로깅 행사,267,42,15.73033708,367,8.738095238,140,3.333333333,2,4.761904762,4,9.523809524,8,19.04761905,9,21.42857143,21,50
,2024-03-15,PC,키워드 검색,친환경 활동,192,57,29.6875,372,6.526315789,71,1.245614035,8,14.03508772,1,1.754385965,2,3.50877193,8,14.03508772,11,19.29824561
,2024-03-15,PC,키워드 검색,플로깅,335,61,18.20895522,281,4.606557377,16,0.262295082,6,9.836065574,0,0,2,3.278688525,10,16.39344262,12,19.67213115
,2024-03-15,PC,블로그,,758,11,1.451187335,360,32.72727273,124,11.27272727,2,18.18181818,1,9.090909091,6,54.54545455,5,45.45454545,12,109.0909091
,2024-03-15,PC,카페,,219,42,19.17808219,48,1.142857143,236,5.619047619,1,2.380952381,0,0,6,14.28571429,8,19.04761905,14,33.33333333
,2024-03-15,PC,이메일,,690,77,11.15942029,29,0.376623377,332,4.311688312,3,3.896103896,2,2.597402597,10,12.98701299,10,12.98701299,22,28.57142857
,2024-03-15,PC,카카오톡,,24,6,25,335,55.83333333,228,38,1,16.66666667,1,16.66666667,5,83.33333333,0,0,6,100
,2024-03-15,PC,메타,,89,52,58.42696629,423,8.134615385,456,8.769230769,8,15.38461538,0,0,8,15.38461538,0,0,8,15.38461538
,2024-03-15,PC,인스타그램,,71,56,78.87323944,271,4.839285714,97,1.732142857,3,5.357142857,3,5.357142857,9,16.07142857,10,17.85714286,22,39.28571429
,2024-03-15,PC,유튜브,,328,61,18.59756098,357,5.852459016,214,3.508196721,8,13.1147541,3,4.918032787,7,11.47540984,10,16.39344262,20,32.78688525
,2024-03-15,PC,배너 광고,,640,70,10.9375,209,2.985714286,10,0.142857143,2,2.857142857,3,4.285714286,1,1.428571429,2,2.857142857,6,8.571428571
,2024-03-15,PC,트위터 X,,769,6,0.78023407,203,33.83333333,387,64.5,6,100,3,50,3,50,10,166.6666667,16,266.6666667
,2024-03-15,PC,기타 SNS,,506,3,0.592885375,418,139.3333333,384,128,0,0,4,133.3333333,3,100,2,66.66666667,9,300
,2024-03-15,Mobile,직접 유입,,0,88,0,256,2.909090909,229,2.602272727,8,9.090909091,10,11.36363636,1,1.136363636,5,5.681818182,16,18.18181818
,2024-03-15,Mobile,키워드 검색,재활용 가이드,193,87,45.07772021,216,2.482758621,322,3.701149425,6,6.896551724,2,2.298850575,7,8.045977011,6,6.896551724,15,17.24137931
,2024-03-15,Mobile,키워드 검색,환경 보호 앱,380,2,0.526315789,194,97,481,240.5,1,50,3,150,10,500,0,0,13,650
,2024-03-15,Mobile,키워드 검색,재활용 앱,392,35,8.928571429,147,4.2,6,0.171428571,0,0,6,17.14285714,4,11.42857143,7,20,17,48.57142857
,2024-03-15,Mobile,키워드 검색,지역 재활용 센터,199,78,39.1959799,146,1.871794872,26,0.333333333,10,12.82051282,8,10.25641026,6,7.692307692,4,5.128205128,18,23.07692308
,2024-03-15,Mobile,키워드 검색,친환경 활동,836,52,6.220095694,47,0.903846154,291,5.596153846,7,13.46153846,6,11.53846154,10,19.23076923,4,7.692307692,20,38.46153846
,2024-03-15,Mobile,키워드 검색,지속 가능한 생활,148,24,16.21621622,51,2.125,88,3.666666667,1,4.166666667,10,41.66666667,5,20.83333333,8,33.33333333,23,95.83333333
,2024-03-15,Mobile,키워드 검색,쓰레기 줍기,235,32,13.61702128,128,4,310,9.6875,8,25,8,25,4,12.5,0,0,12,37.5
,2024-03-15,Mobile,블로그,,484,53,10.95041322,235,4.433962264,359,6.773584906,10,18.86792453,10,18.86792453,2,3.773584906,4,7.547169811,16,30.18867925
,2024-03-15,Mobile,카페,,710,25,3.521126761,255,10.2,330,13.2,2,8,9,36,6,24,1,4,16,64
,2024-03-15,Mobile,이메일,,693,66,9.523809524,497,7.53030303,473,7.166666667,8,12.12121212,3,4.545454545,1,1.515151515,9,13.63636364,13,19.6969697
,2024-03-15,Mobile,카카오톡,,265,68,25.66037736,465,6.838235294,95,1.397058824,5,7.352941176,0,0,4,5.882352941,8,11.76470588,12,17.64705882
,2024-03-15,Mobile,메타,,863,90,10.42873696,40,0.444444444,294,3.266666667,0,0,6,6.666666667,5,5.555555556,4,4.444444444,15,16.66666667
,2024-03-15,Mobile,인스타그램,,285,35,12.28070175,215,6.142857143,452,12.91428571,8,22.85714286,7,20,4,11.42857143,8,22.85714286,19,54.28571429
,2024-03-15,Mobile,유튜브,,953,77,8.079748164,368,4.779220779,175,2.272727273,5,6.493506494,2,2.597402597,3,3.896103896,5,6.493506494,10,12.98701299
,2024-03-15,Mobile,배너 광고,,437,43,9.839816934,299,6.953488372,72,1.674418605,7,16.27906977,0,0,6,13.95348837,10,23.25581395,16,37.20930233
,2024-03-15,Mobile,트위터 X,,968,78,8.05785124,294,3.769230769,229,2.935897436,6,7.692307692,8,10.25641026,10,12.82051282,8,10.25641026,26,33.33333333
,2024-03-15,Mobile,기타 SNS,,135,68,50.37037037,48,0.705882353,485,7.132352941,7,10.29411765,2,2.941176471,4,5.882352941,5,7.352941176,11,16.17647059
,2024-03-16,PC,직접 유입,,0,71,0,478,6.732394366,322,4.535211268,10,14.08450704,5,7.042253521,6,8.450704225,0,0,11,15.49295775
,2024-03-16,PC,키워드 검색,환경 보호 앱,725,87,12,251,2.885057471,319,3.666666667,0,0,6,6.896551724,7,8.045977011,6,6.896551724,19,21.83908046
,2024-03-16,PC,블로그,,269,37,13.75464684,34,0.918918919,105,2.837837838,9,24.32432432,7,18.91891892,7,18.91891892,2,5.405405405,16,43.24324324
,2024-03-16,PC,카페,,750,11,1.466666667,146,13.27272727,98,8.909090909,7,63.63636364,10,90.90909091,5,45.45454545,2,18.18181818,17,154.5454545
,2024-03-16,PC,이메일,,978,7,0.715746421,98,14,380,54.28571429,7,100,5,71.42857143,3,42.85714286,7,100,15,214.2857143
,2024-03-16,PC,카카오톡,,501,71,14.17165669,150,2.112676056,316,4.450704225,3,4.225352113,9,12.67605634,0,0,9,12.67605634,18,25.35211268
,2024-03-16,PC,메타,,884,36,4.07239819,444,12.33333333,486,13.5,3,8.333333333,4,11.11111111,1,2.777777778,3,8.333333333,8,22.22222222
,2024-03-16,PC,인스타그램,,735,10,1.360544218,304,30.4,132,13.2,5,50,8,80,1,10,0,0,9,90
,2024-03-16,PC,유튜브,,933,5,0.535905681,349,69.8,119,23.8,4,80,6,120,1,20,3,60,10,200
,2024-03-16,PC,배너 광고,,405,34,8.395061728,175,5.147058824,372,10.94117647,6,17.64705882,2,5.882352941,8,23.52941176,6,17.64705882,16,47.05882353
,2024-03-16,PC,트위터 X,,875,87,9.942857143,385,4.425287356,212,2.436781609,10,11.49425287,8,9.195402299,5,5.747126437,0,0,13,14.94252874
,2024-03-16,PC,기타 SNS,,361,88,24.3767313,163,1.852272727,271,3.079545455,5,5.681818182,8,9.090909091,8,9.090909091,6,6.818181818,22,25
,2024-03-16,Mobile,직접 유입,,0,12,0,342,28.5,291,24.25,6,50,9,75,0,0,8,66.66666667,17,141.6666667
,2024-03-16,Mobile,키워드 검색,지역 재활용 센터,463,99,21.38228942,410,4.141414141,134,1.353535354,8,8.080808081,8,8.080808081,3,3.03030303,6,6.060606061,17,17.17171717
,2024-03-16,Mobile,블로그,,78,4,5.128205128,307,76.75,39,9.75,2,50,2,50,10,250,4,100,16,400
,2024-03-16,Mobile,카페,,98,58,59.18367347,461,7.948275862,132,2.275862069,4,6.896551724,9,15.51724138,1,1.724137931,2,3.448275862,12,20.68965517
,2024-03-16,Mobile,이메일,,484,51,10.53719008,345,6.764705882,391,7.666666667,1,1.960784314,0,0,4,7.843137255,5,9.803921569,9,17.64705882
,2024-03-16,Mobile,카카오톡,,93,26,27.95698925,329,12.65384615,85,3.269230769,3,11.53846154,7,26.92307692,0,0,3,11.53846154,10,38.46153846
,2024-03-16,Mobile,메타,,338,28,8.284023669,18,0.642857143,338,12.07142857,7,25,8,28.57142857,3,10.71428571,9,32.14285714,20,71.42857143
,2024-03-16,Mobile,인스타그램,,48,31,64.58333333,487,15.70967742,272,8.774193548,6,19.35483871,2,6.451612903,10,32.25806452,1,3.225806452,13,41.93548387
,2024-03-16,Mobile,유튜브,,47,15,31.91489362,236,15.73333333,328,21.86666667,8,53.33333333,0,0,8,53.33333333,8,53.33333333,16,106.6666667
,2024-03-16,Mobile,배너 광고,,331,59,17.82477341,241,4.084745763,396,6.711864407,8,13.55932203,1,1.694915254,1,1.694915254,4,6.779661017,6,10.16949153
,2024-03-16,Mobile,트위터 X,,493,54,10.95334686,96,1.777777778,15,0.277777778,7,12.96296296,8,14.81481481,9,16.66666667,7,12.96296296,24,44.44444444
,2024-03-16,Mobile,기타 SNS,,253,95,37.54940711,126,1.326315789,99,1.042105263,6,6.315789474,10,10.52631579,5,5.263157895,4,4.210526316,19,20
,2024-03-17,PC,직접 유입,,0,14,0,123,8.785714286,434,31,5,35.71428571,5,35.71428571,0,0,3,21.42857143,8,57.14285714
,2024-03-17,PC,키워드 검색,재활용 가이드,199,72,36.18090452,96,1.333333333,432,6,6,8.333333333,9,12.5,5,6.944444444,5,6.944444444,19,26.38888889
,2024-03-17,PC,키워드 검색,지역 재활용 센터,220,8,3.636363636,405,50.625,213,26.625,2,25,4,50,3,37.5,4,50,11,137.5
,2024-03-17,PC,키워드 검색,쓰레기 줍기,567,62,10.93474427,193,3.112903226,484,7.806451613,1,1.612903226,2,3.225806452,1,1.612903226,5,8.064516129,8,12.90322581
,2024-03-17,PC,키워드 검색,환경 보호 앱,943,6,0.636267232,185,30.83333333,175,29.16666667,1,16.66666667,3,50,7,116.6666667,4,66.66666667,14,233.3333333
,2024-03-17,PC,키워드 검색,플로깅,887,46,5.186020293,366,7.956521739,384,8.347826087,3,6.52173913,10,21.73913043,9,19.56521739,3,6.52173913,22,47.82608696
,2024-03-17,PC,키워드 검색,플로깅 행사,13,8,61.53846154,499,62.375,220,27.5,4,50,5,62.5,2,25,1,12.5,8,100
,2024-03-17,PC,키워드 검색,환경 캠페인,476,40,8.403361345,3,0.075,240,6,0,0,7,17.5,9,22.5,4,10,20,50
,2024-03-17,PC,키워드 검색,친환경 활동,783,94,12.00510856,213,2.265957447,271,2.882978723,7,7.446808511,9,9.574468085,3,3.191489362,8,8.510638298,20,21.27659574
,2024-03-17,PC,키워드 검색,재활용 앱,491,11,2.240325866,416,37.81818182,279,25.36363636,10,90.90909091,7,63.63636364,6,54.54545455,7,63.63636364,20,181.8181818
,2024-03-17,PC,블로그,,367,33,8.991825613,380,11.51515152,259,7.848484848,9,27.27272727,4,12.12121212,4,12.12121212,1,3.03030303,9,27.27272727
,2024-03-17,PC,카페,,125,71,56.8,99,1.394366197,35,0.492957746,9,12.67605634,7,9.85915493,5,7.042253521,6,8.450704225,18,25.35211268
,2024-03-17,PC,이메일,,383,91,23.75979112,376,4.131868132,356,3.912087912,1,1.098901099,8,8.791208791,9,9.89010989,5,5.494505495,22,24.17582418
,2024-03-17,PC,카카오톡,,81,39,48.14814815,188,4.820512821,94,2.41025641,7,17.94871795,2,5.128205128,8,20.51282051,2,5.128205128,12,30.76923077
,2024-03-17,PC,메타,,878,57,6.492027335,230,4.035087719,300,5.263157895,0,0,7,12.28070175,7,12.28070175,9,15.78947368,23,40.35087719
,2024-03-17,PC,인스타그램,,778,21,2.699228792,294,14,175,8.333333333,0,0,7,33.33333333,6,28.57142857,2,9.523809524,15,71.42857143
,2024-03-17,PC,유튜브,,804,54,6.71641791,429,7.944444444,432,8,7,12.96296296,9,16.66666667,3,5.555555556,4,7.407407407,16,29.62962963
,2024-03-17,PC,배너 광고,,665,25,3.759398496,72,2.88,360,14.4,1,4,1,4,2,8,7,28,10,40
,2024-03-17,PC,트위터 X,,210,5,2.380952381,257,51.4,438,87.6,2,40,0,0,5,100,2,40,7,140
,2024-03-17,PC,기타 SNS,,216,26,12.03703704,76,2.923076923,403,15.5,7,26.92307692,9,34.61538462,0,0,6,23.07692308,15,57.69230769
,2024-03-17,Mobile,직접 유입,,0,45,0,121,2.688888889,146,3.244444444,8,17.77777778,6,13.33333333,2,4.444444444,4,8.888888889,12,26.66666667
,2024-03-17,Mobile,키워드 검색,재활용 가이드,345,91,26.37681159,198,2.175824176,152,1.67032967,5,5.494505495,7,7.692307692,1,1.098901099,2,2.197802198,10,10.98901099
,2024-03-17,Mobile,키워드 검색,플로깅 행사,474,40,8.438818565,370,9.25,383,9.575,2,5,0,0,0,0,9,22.5,9,22.5
,2024-03-17,Mobile,키워드 검색,쓰레기 줍기,347,59,17.00288184,19,0.322033898,283,4.796610169,6,10.16949153,3,5.084745763,7,11.86440678,4,6.779661017,14,23.72881356
,2024-03-17,Mobile,키워드 검색,지속 가능한 생활,397,23,5.793450882,344,14.95652174,105,4.565217391,6,26.08695652,10,43.47826087,3,13.04347826,4,17.39130435,17,73.91304348
,2024-03-17,Mobile,블로그,,285,2,0.701754386,285,142.5,194,97,2,100,8,400,1,50,3,150,12,600
,2024-03-17,Mobile,카페,,322,100,31.05590062,53,0.53,387,3.87,1,1,1,1,7,7,3,3,11,11
,2024-03-17,Mobile,이메일,,748,11,1.470588235,123,11.18181818,225,20.45454545,8,72.72727273,7,63.63636364,1,9.090909091,5,45.45454545,13,118.1818182
,2024-03-17,Mobile,카카오톡,,319,76,23.82445141,456,6,338,4.447368421,7,9.210526316,6,7.894736842,6,7.894736842,9,11.84210526,21,27.63157895
,2024-03-17,Mobile,메타,,954,42,4.402515723,205,4.880952381,370,8.80952381,0,0,1,2.380952381,3,7.142857143,3,7.142857143,7,16.66666667
,2024-03-17,Mobile,인스타그램,,792,73,9.217171717,436,5.97260274,24,0.328767123,5,6.849315068,0,0,10,13.69863014,1,1.369863014,11,15.06849315
,2024-03-17,Mobile,유튜브,,487,14,2.874743326,392,28,426,30.42857143,9,64.28571429,3,21.42857143,5,35.71428571,2,14.28571429,10,71.42857143
,2024-03-17,Mobile,배너 광고,,272,57,20.95588235,92,1.614035088,141,2.473684211,3,5.263157895,4,7.01754386,6,10.52631579,0,0,10,17.54385965
,2024-03-17,Mobile,트위터 X,,60,58,96.66666667,443,7.637931034,246,4.24137931,1,1.724137931,8,13.79310345,1,1.724137931,10,17.24137931,19,32.75862069
,2024-03-17,Mobile,기타 SNS,,805,48,5.962732919,463,9.645833333,219,4.5625,5,10.41666667,3,6.25,5,10.41666667,6,12.5,14,29.16666667
,2024-03-18,PC,직접 유입,,0,79,0,10,0.126582278,141,1.784810127,5,6.329113924,10,12.65822785,7,8.860759494,3,3.797468354,20,25.3164557
,2024-03-18,PC,키워드 검색,친환경 활동,178,2,1.123595506,446,223,192,96,0,0,6,300,2,100,10,500,18,900
,2024-03-18,PC,키워드 검색,환경 캠페인,125,14,11.2,278,19.85714286,147,10.5,7,50,5,35.71428571,8,57.14285714,7,50,20,142.8571429
,2024-03-18,PC,키워드 검색,지역 재활용 센터,844,62,7.345971564,389,6.274193548,11,0.177419355,5,8.064516129,9,14.51612903,0,0,4,6.451612903,13,20.96774194
,2024-03-18,PC,키워드 검색,재활용 가이드,981,65,6.625891947,232,3.569230769,214,3.292307692,1,1.538461538,1,1.538461538,3,4.615384615,0,0,4,6.153846154
,2024-03-18,PC,키워드 검색,쓰레기 줍기,902,32,3.54767184,393,12.28125,300,9.375,5,15.625,5,15.625,10,31.25,4,12.5,19,59.375
,2024-03-18,PC,키워드 검색,환경 보호 앱,67,20,29.85074627,178,8.9,475,23.75,0,0,10,50,5,25,4,20,19,95
,2024-03-18,PC,키워드 검색,플로깅 행사,119,34,28.57142857,444,13.05882353,274,8.058823529,7,20.58823529,9,26.47058824,6,17.64705882,10,29.41176471,25,73.52941176
,2024-03-18,PC,키워드 검색,재활용 앱,861,65,7.549361208,245,3.769230769,125,1.923076923,9,13.84615385,9,13.84615385,0,0,9,13.84615385,18,27.69230769
,2024-03-18,PC,블로그,,448,31,6.919642857,372,12,448,14.4516129,10,32.25806452,1,3.225806452,1,3.225806452,5,16.12903226,7,22.58064516
,2024-03-18,PC,카페,,158,77,48.73417722,32,0.415584416,352,4.571428571,3,3.896103896,5,6.493506494,3,3.896103896,5,6.493506494,13,16.88311688
,2024-03-18,PC,이메일,,871,77,8.840413318,419,5.441558442,264,3.428571429,7,9.090909091,6,7.792207792,8,10.38961039,5,6.493506494,19,24.67532468
,2024-03-18,PC,카카오톡,,375,72,19.2,111,1.541666667,305,4.236111111,4,5.555555556,10,13.88888889,5,6.944444444,8,11.11111111,23,31.94444444
,2024-03-18,PC,메타,,994,92,9.255533199,146,1.586956522,344,3.739130435,8,8.695652174,2,2.173913043,6,6.52173913,9,9.782608696,17,18.47826087
,2024-03-18,PC,인스타그램,,992,75,7.560483871,337,4.493333333,241,3.213333333,3,4,5,6.666666667,9,12,6,8,20,26.66666667
,2024-03-18,PC,유튜브,,951,17,1.787592008,204,12,287,16.88235294,3,17.64705882,8,47.05882353,7,41.17647059,7,41.17647059,22,129.4117647
,2024-03-18,PC,배너 광고,,784,18,2.295918367,367,20.38888889,234,13,0,0,2,11.11111111,0,0,8,44.44444444,10,55.55555556
,2024-03-18,PC,트위터 X,,777,33,4.247104247,377,11.42424242,64,1.939393939,4,12.12121212,1,3.03030303,4,12.12121212,5,15.15151515,10,30.3030303
,2024-03-18,PC,기타 SNS,,879,32,3.640500569,140,4.375,39,1.21875,3,9.375,3,9.375,6,18.75,10,31.25,19,59.375
,2024-03-18,Mobile,직접 유입,,0,74,0,353,4.77027027,3,0.0405405405,3,4.054054054,1,1.351351351,5,6.756756757,3,4.054054054,9,12.16216216
,2024-03-18,Mobile,키워드 검색,환경 보호 앱,117,95,81.1965812,306,3.221052632,388,4.084210526,6,6.315789474,5,5.263157895,10,10.52631579,10,10.52631579,25,26.31578947
,2024-03-18,Mobile,키워드 검색,지속 가능한 생활,906,1,0.110375276,396,396,445,445,0,0,6,600,7,700,2,200,15,1500
,2024-03-18,Mobile,키워드 검색,플로깅 행사,124,63,50.80645161,302,4.793650794,334,5.301587302,0,0,3,4.761904762,10,15.87301587,10,15.87301587,23,36.50793651
,2024-03-18,Mobile,키워드 검색,지역 재활용 센터,974,36,3.696098563,407,11.30555556,143,3.972222222,10,27.77777778,6,16.66666667,7,19.44444444,2,5.555555556,15,41.66666667
,2024-03-18,Mobile,키워드 검색,쓰레기 줍기,145,28,19.31034483,38,1.357142857,103,3.678571429,5,17.85714286,3,10.71428571,10,35.71428571,2,7.142857143,15,53.57142857
,2024-03-18,Mobile,키워드 검색,재활용 가이드,152,5,3.289473684,76,15.2,410,82,3,60,1,20,0,0,8,160,9,180
,2024-03-18,Mobile,키워드 검색,환경 캠페인,251,97,38.64541833,439,4.525773196,109,1.12371134,3,3.092783505,5,5.154639175,8,8.24742268,10,10.30927835,23,23.71134021
,2024-03-18,Mobile,키워드 검색,재활용 앱,870,92,10.57471264,314,3.413043478,80,0.869565217,10,10.86956522,10,10.86956522,1,1.086956522,9,9.782608696,20,21.73913043
,2024-03-18,Mobile,키워드 검색,플로깅,114,29,25.43859649,75,2.586206897,395,13.62068966,3,10.34482759,1,3.448275862,7,24.13793103,2,6.896551724,10,34.48275862
,2024-03-18,Mobile,키워드 검색,친환경 활동,628,94,14.96815287,365,3.882978723,435,4.627659574,9,9.574468085,5,5.319148936,2,2.127659574,10,10.63829787,17,18.08510638
,2024-03-18,Mobile,블로그,,568,15,2.64084507,23,1.533333333,432,28.8,6,40,0,0,2,13.33333333,7,46.66666667,9,60
,2024-03-18,Mobile,카페,,493,20,4.056795132,243,12.15,216,10.8,9,45,0,0,3,15,10,50,13,65
,2024-03-18,Mobile,이메일,,243,66,27.16049383,371,5.621212121,453,6.863636364,5,7.575757576,3,4.545454545,8,12.12121212,10,15.15151515,21,31.81818182
,2024-03-18,Mobile,카카오톡,,951,94,9.884332282,273,2.904255319,227,2.414893617,8,8.510638298,1,1.063829787,5,5.319148936,9,9.574468085,15,15.95744681
,2024-03-18,Mobile,메타,,697,64,9.182209469,219,3.421875,156,2.4375,2,3.125,5,7.8125,10,15.625,5,7.8125,20,31.25
,2024-03-18,Mobile,인스타그램,,133,16,12.03007519,106,6.625,486,30.375,4,25,0,0,5,31.25,2,12.5,7,43.75
,2024-03-18,Mobile,유튜브,,409,41,10.02444988,173,4.219512195,438,10.68292683,8,19.51219512,6,14.63414634,9,21.95121951,3,7.317073171,18,43.90243902
,2024-03-18,Mobile,배너 광고,,197,77,39.08629442,37,0.480519481,118,1.532467532,10,12.98701299,10,12.98701299,10,12.98701299,8,10.38961039,28,36.36363636
,2024-03-18,Mobile,트위터 X,,914,54,5.90809628,170,3.148148148,355,6.574074074,7,12.96296296,4,7.407407407,0,0,0,0,4,7.407407407
,2024-03-18,Mobile,기타 SNS,,869,92,10.58688147,118,1.282608696,84,0.913043478,7,7.608695652,4,4.347826087,0,0,9,9.782608696,13,14.13043478
,2024-03-19,PC,직접 유입,,0,45,0,344,7.644444444,73,1.622222222,2,4.444444444,0,0,1,2.222222222,3,6.666666667,4,8.888888889
,2024-03-19,PC,키워드 검색,지속 가능한 생활,841,66,7.847800238,305,4.621212121,348,5.272727273,0,0,2,3.03030303,10,15.15151515,3,4.545454545,15,22.72727273
,2024-03-19,PC,키워드 검색,재활용 가이드,666,62,9.309309309,160,2.580645161,158,2.548387097,0,0,1,1.612903226,2,3.225806452,1,1.612903226,4,6.451612903
,2024-03-19,PC,키워드 검색,지역 재활용 센터,337,86,25.51928783,114,1.325581395,258,3,5,5.813953488,7,8.139534884,4,4.651162791,4,4.651162791,15,17.44186047
,2024-03-19,PC,키워드 검색,재활용 앱,587,67,11.41396934,387,5.776119403,186,2.776119403,2,2.985074627,7,10.44776119,2,2.985074627,6,8.955223881,15,22.3880597
,2024-03-19,PC,키워드 검색,친환경 활동,348,43,12.35632184,483,11.23255814,199,4.627906977,5,11.62790698,10,23.25581395,2,4.651162791,1,2.325581395,13,30.23255814
,2024-03-19,PC,키워드 검색,플로깅 행사,123,23,18.69918699,209,9.086956522,99,4.304347826,5,21.73913043,2,8.695652174,8,34.7826087,4,17.39130435,14,60.86956522
,2024-03-19,PC,키워드 검색,쓰레기 줍기,976,37,3.790983607,420,11.35135135,475,12.83783784,7,18.91891892,9,24.32432432,6,16.21621622,2,5.405405405,17,45.94594595
,2024-03-19,PC,키워드 검색,환경 보호 앱,67,50,74.62686567,99,1.98,55,1.1,9,18,0,0,6,12,3,6,9,18
,2024-03-19,PC,키워드 검색,플로깅,67,63,94.02985075,65,1.031746032,406,6.444444444,2,3.174603175,0,0,9,14.28571429,2,3.174603175,11,17.46031746
,2024-03-19,PC,키워드 검색,환경 캠페인,575,6,1.043478261,114,19,93,15.5,1,16.66666667,0,0,5,83.33333333,0,0,5,83.33333333
,2024-03-19,PC,블로그,,870,72,8.275862069,241,3.347222222,360,5,3,4.166666667,9,12.5,8,11.11111111,8,11.11111111,25,34.72222222
,2024-03-19,PC,카페,,245,12,4.897959184,492,41,485,40.41666667,10,83.33333333,5,41.66666667,7,58.33333333,6,50,18,150
,2024-03-19,PC,이메일,,813,90,11.0701107,12,0.133333333,456,5.066666667,6,6.666666667,0,0,4,4.444444444,7,7.777777778,11,12.22222222
,2024-03-19,PC,카카오톡,,112,55,49.10714286,75,1.363636364,51,0.927272727,6,10.90909091,0,0,7,12.72727273,0,0,7,12.72727273
,2024-03-19,PC,메타,,80,65,81.25,228,3.507692308,31,0.476923077,1,1.538461538,5,7.692307692,7,10.76923077,2,3.076923077,14,21.53846154
,2024-03-19,PC,인스타그램,,50,20,40,323,16.15,342,17.1,10,50,5,25,9,45,9,45,23,115
,2024-03-19,PC,유튜브,,717,9,1.255230126,43,4.777777778,192,21.33333333,5,55.55555556,6,66.66666667,1,11.11111111,10,111.1111111,17,188.8888889
,2024-03-19,PC,배너 광고,,353,43,12.18130312,211,4.906976744,355,8.255813953,10,23.25581395,1,2.325581395,8,18.60465116,10,23.25581395,19,44.18604651
,2024-03-19,PC,트위터 X,,412,94,22.81553398,385,4.095744681,110,1.170212766,3,3.191489362,4,4.255319149,5,5.319148936,4,4.255319149,13,13.82978723
,2024-03-19,PC,기타 SNS,,100,70,70,107,1.528571429,194,2.771428571,10,14.28571429,2,2.857142857,6,8.571428571,6,8.571428571,14,20
,2024-03-19,Mobile,직접 유입,,0,56,0,99,1.767857143,122,2.178571429,8,14.28571429,1,1.785714286,9,16.07142857,5,8.928571429,15,26.78571429
